date,demand,sku,supermarket,is_promotion,year,month,day,dayofweek,weekofyear,quarter,is_weekend,lag_7,lag_14,lag_28,rolling_mean_7,rolling_mean_14,rolling_mean_28,rolling_std_7,rolling_std_14,rolling_std_28,supermarket_encoded,sku_encoded,Predicted_Demand
2021-11-14,60.0,Whole Wheat Bread,DailyNeeds,0,2021,11,14,6,45,4,1,57.0,61.0,10.6,60.857142857142854,60.535714285714285,58.807142857142864,2.2677868380553337,1.9460441701277973,9.634080269828754,0,2,59.743847
2021-11-15,61.0,Whole Wheat Bread,DailyNeeds,0,2021,11,15,0,46,4,0,62.0,58.0,58.0,61.285714285714285,60.464285714285715,60.57142857142857,1.6035674514745122,1.9460441701277957,1.889122301171707,0,2,75.25986
2021-11-16,57.0,Whole Wheat Bread,DailyNeeds,0,2021,11,16,1,46,4,0,62.0,60.0,59.0,61.142857142857146,60.67857142857143,60.67857142857143,1.573591584938849,1.814547441535466,1.8217527463364223,0,2,72.26252
2021-11-17,61.0,Whole Wheat Bread,DailyNeeds,0,2021,11,17,2,46,4,0,61.0,61.0,58.0,60.42857142857143,60.464285714285715,60.607142857142854,2.149196970742205,2.061219632554193,1.9262184352556389,0,2,65.95737
2021-11-18,61.0,Whole Wheat Bread,DailyNeeds,0,2021,11,18,3,46,4,0,59.0,63.0,62.0,60.42857142857143,60.464285714285715,60.714285714285715,2.149196970742205,2.061219632554193,1.8580583823933476,0,2,64.2057
2021-11-19,62.0,Whole Wheat Bread,DailyNeeds,0,2021,11,19,4,46,4,0,61.0,60.0,64.0,60.714285714285715,60.32142857142857,60.67857142857143,2.0586634591635184,1.9375553873686642,1.8419709940328517,0,2,69.91683
2021-11-20,61.5,Whole Wheat Bread,DailyNeeds,0,2021,11,20,5,46,4,1,64.0,58.5,63.0,60.857142857142854,60.464285714285715,60.607142857142854,2.1157009420497848,1.9851785979942802,1.7446062001643856,0,2,68.704865
2021-11-21,61.0,Whole Wheat Bread,DailyNeeds,0,2021,11,21,6,46,4,1,60.0,57.0,60.0,60.5,60.67857142857143,60.55357142857143,1.658312395177657,1.9176020969425054,1.690601940326622,0,2,66.61043
2021-11-22,61.0,Whole Wheat Bread,DailyNeeds,0,2021,11,22,0,47,4,0,61.0,62.0,62.0,60.642857142857146,60.964285714285715,60.589285714285715,1.6511179473890831,1.5988491740371267,1.6890363866255627,0,2,67.860985
2021-11-23,61.0,Whole Wheat Bread,DailyNeeds,0,2021,11,23,1,47,4,0,57.0,62.0,59.0,60.642857142857146,60.892857142857146,60.55357142857143,1.6511179473890831,1.5711163525999936,1.668550522627968,0,2,66.398544
2021-11-24,61.0,Whole Wheat Bread,DailyNeeds,0,2021,11,24,2,47,4,0,61.0,61.0,60.0,61.214285714285715,60.82142857142857,60.625,0.39339789623457805,1.539319815537369,1.6421812504289786,0,2,69.12973
2021-11-25,62.0,Whole Wheat Bread,DailyNeeds,0,2021,11,25,3,47,4,0,61.0,59.0,63.0,61.214285714285715,60.82142857142857,60.660714285714285,0.39339789623457805,1.539319815537369,1.6389561460510391,0,2,72.82386
2021-11-26,59.0,Whole Wheat Bread,DailyNeeds,0,2021,11,26,4,47,4,0,62.0,61.0,60.0,61.357142857142854,61.035714285714285,60.625,0.4755948656055586,1.473670009433532,1.5964370050560515,0,2,80.60785
2021-11-27,58.0,Whole Wheat Bread,DailyNeeds,0,2021,11,27,5,47,4,1,61.5,64.0,60.5,60.92857142857143,60.892857142857146,60.589285714285715,0.9322272357357372,1.5711163525999934,1.6219191388977792,0,2,63.84701
2021-11-28,57.0,Whole Wheat Bread,DailyNeeds,0,2021,11,28,6,47,4,1,61.0,60.0,61.0,60.42857142857143,60.464285714285715,60.5,1.3972762620114916,1.4736700094335096,1.6942167424422365,0,2,62.648983
2021-11-29,60.0,Whole Wheat Bread,DailyNeeds,0,2021,11,29,0,48,4,0,61.0,61.0,58.0,59.857142857142854,60.25,60.357142857142854,1.8644544714715636,1.7403580533460905,1.8148418095393322,0,2,58.38901
2021-11-30,60.0,Whole Wheat Bread,DailyNeeds,0,2021,11,30,1,48,4,0,61.0,57.0,60.0,59.714285714285715,60.17857142857143,60.42857142857143,1.799470821684826,1.727683451877265,1.7570718788094002,0,2,58.828262
2021-12-01,61.0,Whole Wheat Bread,DailyNeeds,0,2021,12,1,2,48,4,0,61.0,61.0,61.0,59.57142857142857,60.392857142857146,60.42857142857143,1.7182493859683963,1.46993683051849,1.7570718788094002,0,2,59.236237
2021-12-02,61.0,Whole Wheat Bread,DailyNeeds,0,2021,12,2,3,48,4,0,62.0,61.0,63.0,59.57142857142857,60.392857142857146,60.42857142857143,1.7182493859683963,1.46993683051849,1.7570718788094002,0,2,60.451923
2021-12-03,62.0,Whole Wheat Bread,DailyNeeds,0,2021,12,3,4,48,4,0,59.0,62.0,60.0,59.42857142857143,60.392857142857146,60.357142857142854,1.5118578920368468,1.46993683051849,1.687959226168557,0,2,60.098793
2021-12-04,63.0,Whole Wheat Bread,DailyNeeds,0,2021,12,4,5,48,4,1,58.0,61.5,58.5,59.857142857142854,60.392857142857146,60.42857142857143,1.7728105208557867,1.46993683051849,1.7143959400192965,0,2,58.460083
2021-12-05,59.0,Whole Wheat Bread,DailyNeeds,0,2021,12,5,6,48,4,1,57.0,61.0,57.0,60.57142857142857,60.5,60.589285714285715,1.902379462422641,1.6052797503623932,1.7376738997901187,0,2,63.78439
2021-12-06,59.0,Whole Wheat Bread,DailyNeeds,0,2021,12,6,0,49,4,0,60.0,61.0,62.0,60.857142857142854,60.357142857142854,60.660714285714285,1.3451854182690404,1.6458405781823653,1.6219191388977796,0,2,65.17489
2021-12-07,59.0,Whole Wheat Bread,DailyNeeds,0,2021,12,7,1,49,4,0,60.0,61.0,62.0,60.714285714285715,60.214285714285715,60.55357142857143,1.4960264830861374,1.6723346844168883,1.6292425285795946,0,2,66.68707
2021-12-08,60.0,Whole Wheat Bread,DailyNeeds,0,2021,12,8,2,49,4,0,61.0,61.0,61.0,60.57142857142857,60.07142857142857,60.44642857142857,1.6183471874253226,1.685425566632879,1.6292425285795922,0,2,61.10105
2021-12-09,62.0,Whole Wheat Bread,DailyNeeds,0,2021,12,9,3,49,4,0,61.0,62.0,59.0,60.42857142857143,60.0,60.410714285714285,1.6183471874253206,1.6641005886758113,1.627617956291161,0,2,60.782387
2021-12-10,60.0,Whole Wheat Bread,DailyNeeds,0,2021,12,10,4,49,4,0,62.0,59.0,61.0,60.57142857142857,60.0,60.517857142857146,1.7182493859684003,1.6641005886758113,1.6300542075581204,0,2,66.76195
2021-12-11,59.0,Whole Wheat Bread,DailyNeeds,0,2021,12,11,5,49,4,1,63.0,58.0,64.0,60.285714285714285,60.07142857142857,60.482142857142854,1.6035674514744906,1.6391501416324274,1.6300542075581197,0,2,59.51921
2021-12-12,59.0,Whole Wheat Bread,DailyNeeds,0,2021,12,12,6,49,4,1,59.0,57.0,60.0,59.714285714285715,60.142857142857146,60.30357142857143,1.112697280528284,1.561909228976149,1.4990076082278594,0,2,56.65458
2021-12-13,57.0,Whole Wheat Bread,DailyNeeds,0,2021,12,13,0,50,4,0,59.0,60.0,61.0,59.714285714285715,60.285714285714285,60.267857142857146,1.112697280528284,1.325987088263759,1.5182966995044358,0,2,58.85697
2021-12-14,59.0,Whole Wheat Bread,DailyNeeds,0,2021,12,14,1,50,4,0,59.0,60.0,57.0,59.42857142857143,60.07142857142857,60.125,1.5118578920368388,1.5915297775937018,1.6308654825654405,0,2,58.477173
2021-12-15,61.0,Whole Wheat Bread,DailyNeeds,0,2021,12,15,2,50,4,0,60.0,61.0,61.0,59.42857142857143,60.0,60.19642857142857,1.5118578920368388,1.6172150801254097,1.5295804660486456,0,2,60.173687
2021-12-16,61.0,Whole Wheat Bread,DailyNeeds,0,2021,12,16,3,50,4,0,62.0,61.0,61.0,59.57142857142857,60.0,60.19642857142857,1.6183471874253101,1.6172150801254097,1.5295804660486456,0,2,60.657578
2021-12-17,61.0,Whole Wheat Bread,DailyNeeds,0,2021,12,17,4,50,4,0,60.0,62.0,62.0,59.42857142857143,60.0,60.19642857142857,1.3972762620114674,1.6172150801254097,1.5295804660486456,0,2,60.466633
2021-12-18,61.0,Whole Wheat Bread,DailyNeeds,0,2021,12,18,5,50,4,1,59.0,63.0,61.5,59.57142857142857,59.92857142857143,60.160714285714285,1.5118578920368393,1.5424399110245086,1.4972417320639948,0,2,59.54272
2021-12-19,58.0,Whole Wheat Bread,DailyNeeds,0,2021,12,19,6,50,4,1,59.0,59.0,61.0,59.857142857142854,59.785714285714285,60.142857142857146,1.5735915849388213,1.3114039117604555,1.4835963740382312,0,2,55.804264
2021-12-20,59.5,Whole Wheat Bread,DailyNeeds,0,2021,12,20,0,51,4,0,57.0,59.0,61.0,59.714285714285715,59.714285714285715,60.035714285714285,1.704336206492632,1.382782669868375,1.527092198268251,0,2,57.01727
2021-12-21,61.0,Whole Wheat Bread,DailyNeeds,0,2021,12,21,1,51,4,0,59.0,59.0,61.0,60.07142857142857,59.75,59.982142857142854,1.2392393980640253,1.3693063937630618,1.5182966995044287,0,2,58.8632
2021-12-22,60.0,Whole Wheat Bread,DailyNeeds,0,2021,12,22,2,51,4,0,61.0,60.0,61.0,60.357142857142854,59.892857142857146,59.982142857142854,1.1801936887040858,1.3892246236463948,1.5182966995044287,0,2,60.08231
2021-12-23,62.0,Whole Wheat Bread,DailyNeeds,0,2021,12,23,3,51,4,0,61.0,62.0,62.0,60.214285714285715,59.892857142857146,59.94642857142857,1.1495340671021363,1.3892246236463948,1.5051718599693191,0,2,60.063393
2021-12-24,62.0,Whole Wheat Bread,DailyNeeds,0,2021,12,24,4,51,4,0,61.0,60.0,59.0,60.357142857142854,59.892857142857146,59.94642857142857,1.313845682030539,1.3892246236463948,1.5051718599693191,0,2,59.184925
2021-12-25,58.0,Whole Wheat Bread,DailyNeeds,0,2021,12,25,5,51,4,1,61.0,59.0,58.0,60.5,60.035714285714285,60.05357142857143,1.4433756729740033,1.4995420546376135,1.5416398539070715,0,2,58.105087
2021-12-26,59.0,Whole Wheat Bread,DailyNeeds,0,2021,12,26,6,51,4,1,58.0,59.0,57.0,60.07142857142857,59.964285714285715,60.05357142857143,1.6938263249363616,1.5746096673131478,1.5416398539070715,0,2,56.507854
2021-12-27,60.0,Whole Wheat Bread,DailyNeeds,0,2021,12,27,0,52,4,0,59.5,57.0,60.0,60.214285714285715,59.964285714285715,60.125,1.5236235005500476,1.5746096673131478,1.4377515882901368,0,2,58.344604
2021-12-28,61.0,Whole Wheat Bread,DailyNeeds,0,2021,12,28,1,52,4,0,61.0,59.0,60.0,60.285714285714285,60.17857142857143,60.125,1.4960264830861287,1.3244322855930797,1.4377515882901368,0,2,58.65449
2021-12-29,59.0,Whole Wheat Bread,DailyNeeds,0,2021,12,29,2,52,4,0,60.0,61.0,61.0,60.285714285714285,60.32142857142857,60.160714285714285,1.4960264830861287,1.2950667172768517,1.4469224775660374,0,2,59.713985
2021-12-30,59.0,Whole Wheat Bread,DailyNeeds,0,2021,12,30,3,52,4,0,62.0,61.0,61.0,60.142857142857146,60.17857142857143,60.089285714285715,1.5735915849388245,1.3244322855930797,1.4533076668773044,0,2,59.588867
2021-11-05,65.0,Free Range Eggs,FreshMart,0,2021,11,5,4,44,4,0,64.0,65.0,65.0,63.0,63.5,63.17857142857143,2.081665999465711,2.2786635759373928,2.0557700445795914,1,0,64.748215
2021-11-06,62.0,Free Range Eggs,FreshMart,0,2021,11,6,5,44,4,1,63.0,64.0,63.0,63.142857142857146,63.5,63.17857142857143,2.1930626551747197,2.2786635759373928,2.0557700445795914,1,0,62.74985
2021-11-07,61.0,Free Range Eggs,FreshMart,0,2021,11,7,6,44,4,1,63.0,62.0,61.0,63.0,63.357142857142854,63.142857142857146,2.2360679774993972,2.3074175660620972,2.067639300055155,1,0,61.476433
2021-11-08,61.0,Free Range Eggs,FreshMart,0,2021,11,8,0,45,4,0,59.0,60.0,62.0,62.714285714285715,63.285714285714285,63.142857142857146,2.3603873774079833,2.367360472000772,2.067639300055155,1,0,61.916798
2021-11-09,63.0,Free Range Eggs,FreshMart,0,2021,11,9,1,45,4,0,63.0,64.0,62.0,63.0,63.357142857142854,63.107142857142854,1.9148542155122172,2.2738358934465297,2.0965454074507766,1,0,63.278736
2021-11-10,63.0,Free Range Eggs,FreshMart,0,2021,11,10,2,45,4,0,66.0,68.0,62.0,63.0,63.285714285714285,63.142857142857146,1.9148542155122172,2.2677868380545068,2.085475089567518,1,0,65.34876
2021-11-11,62.0,Free Range Eggs,FreshMart,0,2021,11,11,3,45,4,0,63.0,65.0,67.0,62.57142857142857,62.92857142857143,63.17857142857143,1.3972762620109807,1.817195036916497,2.073707923084842,1,0,65.21805
2021-11-12,65.0,Free Range Eggs,FreshMart,0,2021,11,12,4,45,4,0,65.0,64.0,64.0,62.42857142857143,62.714285714285715,63.0,1.3972762620110022,1.7288756430140244,1.943650631615176,1,0,65.607025
2021-11-13,64.0,Free Range Eggs,FreshMart,0,2021,11,13,5,45,4,1,62.0,63.0,64.0,62.42857142857143,62.785714285714285,63.035714285714285,1.3972762620110022,1.8050600428345642,1.9716911871706568,1,0,63.694324
2021-11-14,65.0,Free Range Eggs,FreshMart,0,2021,11,14,6,45,4,1,61.0,63.0,62.0,62.714285714285715,62.857142857142854,63.035714285714285,1.4960264830856447,1.833749536505331,1.9716911871706568,1,0,63.878418
2021-11-15,61.0,Free Range Eggs,FreshMart,0,2021,11,15,0,46,4,0,61.0,59.0,60.0,63.285714285714285,63.0,63.142857142857146,1.4960264830855627,1.9215378456600407,1.99470197744833,1,0,63.05703
2021-11-16,64.0,Free Range Eggs,FreshMart,0,2021,11,16,1,46,4,0,63.0,63.0,61.0,63.285714285714285,63.142857142857146,63.17857142857143,1.4960264830855627,1.6574838603283202,1.9446711885936743,1,0,62.516727
2021-11-17,64.0,Free Range Eggs,FreshMart,0,2021,11,17,2,46,4,0,63.0,66.0,63.0,63.42857142857143,63.214285714285715,63.285714285714285,1.5118578920362664,1.6723346844155964,1.9023794624227641,1,0,63.082554
2021-11-18,63.0,Free Range Eggs,FreshMart,0,2021,11,18,3,46,4,0,62.0,63.0,64.0,63.57142857142857,63.07142857142857,63.32142857142857,1.5118578920362458,1.4917354742952438,1.9061998540547083,1,0,63.767788
2021-11-19,62.0,Free Range Eggs,FreshMart,0,2021,11,19,4,46,4,0,65.0,65.0,65.0,63.714285714285715,63.07142857142857,63.285714285714285,1.380131118683959,1.4917354742952438,1.9023794624227641,1,0,64.6248
2021-11-20,61.0,Free Range Eggs,FreshMart,0,2021,11,20,5,46,4,1,64.0,62.0,64.0,63.285714285714285,62.857142857142854,63.17857142857143,1.38013111868403,1.4064216928141198,1.8866700319674639,1,0,62.58058
2021-11-21,61.0,Free Range Eggs,FreshMart,0,2021,11,21,6,46,4,1,65.0,61.0,62.0,62.857142857142854,62.785714285714285,63.07142857142857,1.573591584938354,1.4769288003539123,1.9231257625056652,1,0,62.210594
2021-11-22,60.0,Free Range Eggs,FreshMart,0,2021,11,22,0,47,4,0,61.0,61.0,60.0,62.285714285714285,62.785714285714285,63.035714285714285,1.380131118684196,1.4769288003539123,1.9528164438810836,1,0,62.365532
2021-11-23,60.0,Free Range Eggs,FreshMart,0,2021,11,23,1,47,4,0,64.0,63.0,64.0,62.142857142857146,62.714285714285715,63.035714285714285,1.5735915849384572,1.5898026693488416,1.9528164438810836,1,0,62.944412
2021-11-24,63.5,Free Range Eggs,FreshMart,0,2021,11,24,2,47,4,0,64.0,63.0,68.0,61.57142857142857,62.5,62.892857142857146,1.5118578920365489,1.7431183374796273,2.024649685552205,1,0,64.36482
2021-11-25,67.0,Free Range Eggs,FreshMart,0,2021,11,25,3,47,4,0,63.0,62.0,65.0,61.5,62.535714285714285,62.732142857142854,1.3844373104859642,1.7591987436831624,1.7663634061370195,1,0,62.82106
2021-11-26,64.0,Free Range Eggs,FreshMart,0,2021,11,26,4,47,4,0,62.0,65.0,64.0,62.07142857142857,62.892857142857146,62.80357142857143,2.4904579804485003,2.1138605898693386,1.8970702837206517,1,0,62.80826
2021-11-27,63.0,Free Range Eggs,FreshMart,0,2021,11,27,5,47,4,1,61.0,64.0,63.0,62.357142857142854,62.82142857142857,62.80357142857143,2.59349001852504,2.0532070866465233,1.8970702837206517,1,0,61.5308
2021-11-28,60.0,Free Range Eggs,FreshMart,0,2021,11,28,6,47,4,1,61.0,65.0,63.0,62.642857142857146,62.75,62.80357142857143,2.528410002917949,2.0262697823254934,1.8970702837206517,1,0,61.411774
2021-11-29,62.0,Free Range Eggs,FreshMart,0,2021,11,29,0,48,4,0,60.0,61.0,59.0,62.5,62.392857142857146,62.69642857142857,2.6614532371115973,2.0397829016124485,1.9689218976774394,1,0,61.4959
2021-11-30,64.0,Free Range Eggs,FreshMart,0,2021,11,30,1,48,4,0,60.0,64.0,63.0,62.785714285714285,62.464285714285715,62.80357142857143,2.447058486855917,2.004459314342237,1.8375672611237204,1,0,61.076042
2021-12-01,63.0,Free Range Eggs,FreshMart,0,2021,12,1,2,48,4,0,63.5,64.0,66.0,63.357142857142854,62.464285714285715,62.839285714285715,2.135304149183877,2.004459314342237,1.8511936661025725,1,0,65.05452
2021-12-02,62.5,Free Range Eggs,FreshMart,0,2021,12,2,3,48,4,0,67.0,63.0,63.0,63.285714285714285,62.392857142857146,62.732142857142854,2.1380899352989515,1.9629116072860215,1.7452694945096299,1,0,65.359924
2021-12-03,62.0,Free Range Eggs,FreshMart,0,2021,12,3,4,48,4,0,64.0,62.0,65.0,62.642857142857146,62.357142857142854,62.714285714285715,1.3758114488750064,1.955550005541163,1.7449852563772092,1,0,63.913597
2021-12-04,63.0,Free Range Eggs,FreshMart,0,2021,12,4,5,48,4,1,63.0,61.0,62.0,62.357142857142854,62.357142857142854,62.607142857142854,1.2488089563749711,1.955550005541163,1.690699739299056,1,0,61.544163
2021-12-05,63.0,Free Range Eggs,FreshMart,0,2021,12,5,6,48,4,1,60.0,61.0,61.0,62.357142857142854,62.5,62.642857142857146,1.2488089563749711,1.9215378456600576,1.6879592261682854,1,0,60.914906
2021-12-06,63.0,Free Range Eggs,FreshMart,0,2021,12,6,0,49,4,0,62.0,60.0,61.0,62.785714285714285,62.642857142857146,62.714285714285715,0.6986381310045835,1.8752289237529653,1.657913522677687,1,0,62.669277
2021-12-07,66.0,Free Range Eggs,FreshMart,0,2021,12,7,1,49,4,0,64.0,60.0,63.0,62.92857142857143,62.857142857142854,62.785714285714285,0.6074928962925347,1.7145146367286,1.6240585388360937,1,0,68.033
2021-12-08,64.5,Free Range Eggs,FreshMart,0,2021,12,8,2,49,4,0,63.0,63.5,63.0,63.214285714285715,63.285714285714285,62.892857142857146,1.2863754913554768,1.6951773870667592,1.733958983544319,1,0,63.642803
2021-12-09,63.0,Free Range Eggs,FreshMart,0,2021,12,9,3,49,4,0,62.5,67.0,62.0,63.42857142857143,63.357142857142854,62.94642857142857,1.3671311638045776,1.725694636376344,1.7603623664961578,1,0,62.729954
2021-12-10,62.0,Free Range Eggs,FreshMart,0,2021,12,10,4,49,4,0,62.0,64.0,65.0,63.5,63.07142857142857,62.982142857142854,1.3228756555315417,1.3708103001936542,1.750566801634379,1,0,63.828785
2021-12-11,65.0,Free Range Eggs,FreshMart,0,2021,12,11,5,49,4,1,63.0,63.0,64.0,63.5,62.92857142857143,62.875,1.3228756555315417,1.3708103001936602,1.7139136501003458,1,0,62.994213
2021-12-12,58.0,Free Range Eggs,FreshMart,0,2021,12,12,6,49,4,1,63.0,60.0,65.0,63.785714285714285,63.07142857142857,62.910714285714285,1.4099983113795238,1.4787877423110205,1.748298492548658,1,0,61.74914
2021-12-13,61.0,Free Range Eggs,FreshMart,0,2021,12,13,0,50,4,0,63.0,62.0,61.0,63.07142857142857,62.92857142857143,62.660714285714285,2.6208868001204917,1.8486704459093215,1.9295632370343754,1,0,60.90193
2021-12-14,64.0,Free Range Eggs,FreshMart,0,2021,12,14,1,50,4,0,66.0,64.0,64.0,62.785714285714285,62.857142857142854,62.660714285714285,2.736438422127124,1.9057460827361787,1.9295632370343754,1,0,63.92624
2021-12-15,60.0,Free Range Eggs,FreshMart,0,2021,12,15,2,50,4,0,64.5,63.0,64.0,62.5,62.857142857142854,62.660714285714285,2.4324199198874257,1.9057460827361787,1.9295632370343754,1,0,63.697975
2021-12-16,66.0,Free Range Eggs,FreshMart,0,2021,12,16,3,50,4,0,63.0,62.5,63.0,61.857142857142854,62.642857142857146,62.517857142857146,2.410295378065228,2.0515338673264423,1.9742891025170937,1,0,63.779697
2021-12-17,66.0,Free Range Eggs,FreshMart,0,2021,12,17,4,50,4,0,62.0,62.0,62.0,62.285714285714285,62.892857142857146,62.625,2.8702082220796847,2.2376032114439517,2.0799973290581844,1,0,63.40319
2021-12-18,62.0,Free Range Eggs,FreshMart,0,2021,12,18,5,50,4,1,65.0,63.0,61.0,62.857142857142854,63.17857142857143,62.767857142857146,3.1847852585151575,2.3664899588358392,2.170859800892856,1,0,63.588226
2021-12-19,59.0,Free Range Eggs,FreshMart,0,2021,12,19,6,50,4,1,58.0,63.0,61.0,62.42857142857143,63.107142857142854,62.80357142857143,3.047247001099977,2.387294666389543,2.1488122719061513,1,0,61.69109
2021-12-20,61.0,Free Range Eggs,FreshMart,0,2021,12,20,0,51,4,0,61.0,63.0,60.0,62.57142857142857,62.82142857142857,62.732142857142854,2.8199966227602826,2.6283011686188464,2.2421969338011736,1,0,65.64431
2021-12-21,63.0,Free Range Eggs,FreshMart,0,2021,12,21,1,51,4,0,64.0,66.0,60.0,62.57142857142857,62.67857142857143,62.767857142857146,2.8199966227602826,2.6718413620071906,2.2047177649941316,1,0,63.6133
2021-12-22,63.0,Free Range Eggs,FreshMart,0,2021,12,22,2,51,4,0,60.0,64.5,63.5,62.42857142857143,62.464285714285715,62.875,2.7602622373691474,2.499725259628059,2.1370843758798874,1,0,62.999195
2021-12-23,63.0,Free Range Eggs,FreshMart,0,2021,12,23,3,51,4,0,66.0,63.0,67.0,62.857142857142854,62.357142857142854,62.857142857142854,2.5448360411210773,2.437121342805204,2.1337549186610802,1,0,66.787285
2021-12-24,62.5,Free Range Eggs,FreshMart,0,2021,12,24,4,51,4,0,66.0,62.0,64.0,62.42857142857143,62.357142857142854,62.714285714285715,2.149196970741893,2.437121342805204,1.9740378407785641,1,0,66.93298
2021-12-25,62.0,Free Range Eggs,FreshMart,0,2021,12,25,5,51,4,1,62.0,65.0,63.0,61.92857142857143,62.392857142857146,62.660714285714285,1.484042099261233,2.435147850735403,1.9581433545135798,1,0,63.224842
2021-12-26,62.0,Free Range Eggs,FreshMart,0,2021,12,26,6,51,4,1,59.0,58.0,60.0,61.92857142857143,62.17857142857143,62.625,1.484042099261233,2.317219345358076,1.9608435448570867,1,0,61.695004
2021-12-27,58.0,Free Range Eggs,FreshMart,0,2021,12,27,0,52,4,0,61.0,61.0,62.0,62.357142857142854,62.464285714285715,62.69642857142857,0.7480132415421207,1.9851785979932028,1.8970702837206532,1,0,61.389423
2021-12-28,59.5,Free Range Eggs,FreshMart,0,2021,12,28,1,52,4,0,63.0,64.0,64.0,61.92857142857143,62.25,62.55357142857143,1.7895197546771282,2.2933851365637636,2.0920452765544386,1,0,62.81737
2021-12-29,61.0,Free Range Eggs,FreshMart,0,2021,12,29,2,52,4,0,63.0,60.0,63.0,61.42857142857143,61.92857142857143,62.392857142857146,1.9241572057344782,2.3440361546916737,2.1488892171829534,1,0,64.60176
2021-12-30,66.0,Free Range Eggs,FreshMart,0,2021,12,30,3,52,4,0,63.0,66.0,62.5,61.142857142857146,62.0,62.32142857142857,1.7961599250037756,2.295480509441759,2.1611651766200612,1,0,63.18584
2021-11-05,97.0,Organic Milk,FreshMart,0,2021,11,5,4,44,4,0,99.0,99.0,103.0,99.0,98.64285714285714,99.17857142857143,1.2909944487309468,1.5984195491023814,1.678923187275645,1,1,101.98102
2021-11-06,100.0,Organic Milk,FreshMart,0,2021,11,6,5,44,4,1,97.0,97.0,99.0,98.71428571428571,98.5,98.96428571428571,1.4960264830819978,1.6525039276131441,1.5511559096600827,1,1,100.80407
2021-11-07,97.0,Organic Milk,FreshMart,0,2021,11,7,6,44,4,1,98.0,95.0,100.0,99.14285714285714,98.71428571428571,99.0,1.3451854182644358,1.6374732612553617,1.5634719199375426,1,1,102.05632
2021-11-08,98.5,Organic Milk,FreshMart,0,2021,11,8,0,45,4,0,99.0,99.0,97.0,99.0,98.85714285714286,98.89285714285714,1.5275252316478405,1.3506205330082093,1.594882689616869,1,1,98.81338
2021-11-09,100.0,Organic Milk,FreshMart,0,2021,11,9,1,45,4,0,100.0,98.0,99.0,98.92857142857143,98.82142857142857,98.94642857142857,1.5391710817953523,1.353160728092387,1.5536056372771112,1,1,98.66009
2021-11-10,102.0,Organic Milk,FreshMart,0,2021,11,10,2,45,4,0,101.0,99.0,101.0,98.92857142857143,98.96428571428571,98.98214285714286,1.5391710817953523,1.365287877708772,1.5663246840491782,1,1,100.01559
2021-11-11,101.0,Organic Milk,FreshMart,0,2021,11,11,3,45,4,0,99.0,101.0,99.0,99.07142857142857,99.17857142857143,99.01785714285714,1.7895197546739743,1.588506105861459,1.624363937375778,1,1,99.95982
2021-11-12,100.0,Organic Milk,FreshMart,0,2021,11,12,4,45,4,0,97.0,99.0,100.0,99.35714285714286,99.17857142857143,99.08928571428571,1.9303342913023953,1.588506105861459,1.666964259142522,1,1,97.85842
2021-11-13,98.0,Organic Milk,FreshMart,0,2021,11,13,5,45,4,1,100.0,97.0,99.0,99.78571428571429,99.25,99.08928571428571,1.6293440105604915,1.6022820264595006,1.666964259142522,1,1,97.51856
2021-11-14,96.0,Organic Milk,FreshMart,0,2021,11,14,6,45,4,1,97.0,98.0,99.0,99.5,99.32142857142857,99.05357142857143,1.7559422921385472,1.5141276094140386,1.6796124206454954,1,1,97.01971
2021-11-15,96.5,Organic Milk,FreshMart,0,2021,11,15,0,46,4,0,98.5,99.0,99.0,99.35714285714286,99.17857142857143,98.94642857142857,2.0148259998102205,1.7276834518793076,1.7760718501569572,1,1,96.60883
2021-11-16,97.0,Organic Milk,FreshMart,0,2021,11,16,1,46,4,0,100.0,100.0,99.0,99.07142857142857,99.0,98.85714285714286,2.2808728487946004,1.8708286933889844,1.8351361986821606,1,1,100.087776
2021-11-17,98.0,Organic Milk,FreshMart,0,2021,11,17,2,46,4,0,102.0,101.0,99.0,98.64285714285714,98.78571428571429,98.78571428571429,2.357864247472964,1.9186762836201081,1.8679983911681337,1,1,98.35586
2021-11-18,99.0,Organic Milk,FreshMart,0,2021,11,18,3,46,4,0,101.0,99.0,103.0,98.07142857142857,98.57142857142857,98.75,1.8354965592544847,1.81719503691966,1.873301700006704,1,1,97.90602
2021-11-19,100.0,Organic Milk,FreshMart,0,2021,11,19,4,46,4,0,100.0,97.0,99.0,97.78571428571429,98.57142857142857,98.60714285714286,1.4099983113758223,1.81719503691966,1.6797108594687742,1,1,95.94821
2021-11-20,102.0,Organic Milk,FreshMart,0,2021,11,20,5,46,4,1,98.0,100.0,97.0,97.78571428571429,98.78571428571429,98.64285714285714,1.4099983113758223,1.7943746040857278,1.6988947543129742,1,1,96.17607
2021-11-21,96.0,Organic Milk,FreshMart,0,2021,11,21,6,46,4,1,96.0,97.0,95.0,98.35714285714286,98.92857142857143,98.82142857142857,2.1353041491813896,1.9695483947160173,1.7806276760242916,1,1,96.50039
2021-11-22,94.0,Organic Milk,FreshMart,0,2021,11,22,0,47,4,0,96.5,98.5,99.0,98.35714285714286,98.85714285714286,98.85714285714286,2.1353041491813896,2.06088639843644,1.7097603408867488,1,1,100.66383
